greV,greQ,greA,cgpa,univName,country,university_type,ranking,tuition_usd,ielts_min,toefl_min,duration_years,research_focused,internship_opportunities,post_study_work_visa,program_fields
156.0,158.0,4.0,3.8,Columbia University,USA,Private,18,61788,7.0,100,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
162.0,167.0,3.5,3.71,Oregon State University,USA,Public,364,30330,6.0,80,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
153.0,157.0,5.5,3.9,University Of Texas At Austin,USA,Public,58,36744,6.5,79,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
164.0,168.0,4.0,8.0,McGill University,Canada,Public,30,21400,6.5,90,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
165.0,159.0,5.5,4.0,University Of Arizona,USA,Public,659,40907,6.0,97,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
152.0,141.0,3.5,3.0,Purdue University - West Lafayette,USA,Public,99,29132,6.5,80,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
154.0,157.0,4.5,3.96,University Of Washington,USA,Public,203,36862,7.0,98,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
150.0,156.0,4.0,3.9,University Of Kansas,USA,Public,785,41616,6.0,100,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
152.0,168.0,3.0,3.5,"University Of California, Irvine",USA,Public,235,43709,6.5,80,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
168.0,152.0,3.0,3.5,"University Of California, Irvine",USA,Public,235,43709,6.5,80,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
159.0,169.0,4.0,3.47,University Of Southern California,USA,Private,112,60446,6.5,90,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
159.0,170.0,4.5,3.94,University Of Michigan,USA,Public,21,48698,6.5,85,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
153.0,144.0,4.0,3.8,University Of Cincinnati,USA,Public,800,26960,6.5,79,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
157.0,170.0,4.0,3.8,"University Of Californa, Los Angeles (UCLA)",USA,Public,29,44830,7.0,87,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
154.0,163.0,4.0,3.89,New York University,USA,Private,38,51828,7.0,100,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
166.0,159.0,5.5,3.92,Stanford University,USA,Private,3,55473,7.0,100,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
157.0,162.0,4.0,3.6,Texas A&M University,USA,Public,134,30208,6.0,80,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
157.0,162.0,4.0,3.6,University Of Arizona,USA,Public,412,29988,6.0,80,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
152.0,165.0,3.5,3.94,Oregon State University,USA,Public,364,30330,6.0,80,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
161.0,170.0,3.5,3.91,University Of Texas At Austin,USA,Public,58,36744,6.5,79,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
156.0,166.0,3.5,3.67,Arizona State University,USA,Public,269,34864,6.5,97,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
157.0,147.0,5.5,3.7,University Of Wisconsin-Madison,USA,Public,83,38608,6.5,92,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
161.0,162.0,4.5,3.27,University Of Florida,USA,Public,369,36642,6.5,86,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
165.0,165.0,5.0,3.8,"University Of California, Irvine",USA,Public,235,43709,6.5,80,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
162.0,170.0,5.0,3.95,University Of Notre Dame,USA,Private,304,57699,7.0,100,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
158.0,168.0,5.0,4.0,University Of Texas At Austin,USA,Public,58,36744,6.5,79,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
158.0,166.0,4.0,3.42,University Of Notre Dame,USA,Private,304,57699,7.0,100,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
155.0,169.0,3.0,3.57,Rice University,USA,Public,421,29383,6.0,93,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
158.0,168.0,5.0,4.0,University Of Texas At Austin,USA,Public,58,36744,6.5,79,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
152.0,166.0,3.0,3.46,North Carolina State University,USA,Public,373,28948,6.5,80,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
165.0,165.0,4.5,3.9,Indiana University Bloomington,USA,Public,585,42709,6.5,95,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
163.0,170.0,4.0,3.8,Stanford University,USA,Private,3,55473,7.0,100,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
161.0,154.0,4.6,3.67,University Of Houston,USA,Public,500,35751,7.0,90,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
151.0,162.0,3.5,3.08,University Of Houston,USA,Public,768,30540,6.5,96,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
165.0,160.0,5.0,3.76,Vanderbilt University,USA,Public,678,42497,6.0,80,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
135.0,154.0,5.0,3.68,University Of Pennsylvania,USA,Public,204,30086,6.0,83,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
158.0,165.0,3.5,3.2,University Of Michigan,USA,Public,21,48698,6.5,85,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
153.0,163.0,4.0,3.18,"University Of Californa, Los Angeles (UCLA)",USA,Public,29,44830,7.0,87,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
157.0,168.0,5.0,4.0,"University Of Californa, Los Angeles (UCLA)",USA,Public,29,44830,7.0,87,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
157.0,164.0,4.0,3.57,Carnegie Mellon University,USA,Private,52,47300,7.0,100,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
160.0,160.0,0.0,4.0,Stanford University,USA,Private,3,55473,7.0,100,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
160.0,160.0,0.0,4.0,Stanford University,USA,Private,3,55473,7.0,100,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
168.0,150.0,5.0,4.0,University Of Virginia,USA,Public,115,51940,7.0,90,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
166.0,168.0,3.5,3.86,University Of Washington,USA,Public,260,27601,6.0,96,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
164.0,155.0,4.5,3.71,University Of Washington,USA,Public,426,52481,6.5,87,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
150.0,166.0,4.0,3.95,Northwestern University,USA,Private,32,58701,7.5,100,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
150.0,168.0,3.5,3.25,University Of Kentucky,USA,Public,545,25709,6.5,93,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
148.0,162.0,4.5,4.0,"University Of California, Davis",USA,Public,285,54157,6.0,79,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
168.0,170.0,5.5,3.3,Princeton University,USA,Private,12,56010,7.0,100,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
160.0,170.0,4.0,3.91,University Of Illinois At Urbana-Champaign,USA,Public,645,39881,6.0,87,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
163.0,154.0,4.5,3.98,University Of Virginia,USA,Public,115,51940,7.0,90,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
158.0,170.0,3.0,3.9,Columbia University,USA,Private,18,61788,7.0,100,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
159.0,169.0,4.0,3.47,University Of Southern California,USA,Private,112,60446,6.5,90,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
155.0,163.0,3.5,4.0,University Of Cincinnati,USA,Public,800,26960,6.5,79,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
155.0,163.0,3.5,4.0,University Of Kansas,USA,Public,687,29620,6.0,96,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
161.0,170.0,4.0,3.93,McGill University,Canada,Public,30,21400,6.5,90,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
155.0,167.0,4.5,3.4,Columbia University,USA,Private,18,61788,7.0,100,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
159.0,168.0,4.0,3.74,Northeastern University,USA,Private,375,53506,6.5,92,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
157.0,159.0,4.0,3.62,University Of Colorado Boulder,USA,Public,297,30853,6.5,90,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
161.0,169.0,4.5,3.78,Rutgers University,USA,Public,307,37371,6.0,89,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
157.0,161.0,5.0,3.96,Rice University,USA,Public,518,41397,7.0,97,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
158.0,160.0,3.5,3.01,Michigan State University,USA,Public,336,46629,7.0,89,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
164.0,167.0,5.0,3.87,Michigan State University,USA,Public,511,42115,6.5,85,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
165.0,169.0,5.5,3.95,University Of Michigan,USA,Public,21,48698,6.5,85,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
144.0,169.0,3.5,3.7,University Of Southern California,USA,Private,112,60446,6.5,90,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
165.0,167.0,4.5,3.79,UC San Diego (UCSD),USA,Public,669,42004,6.5,94,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
161.0,169.0,4.5,3.5,University Of Utah,USA,Public,336,36418,6.0,89,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
155.0,142.0,3.5,3.51,University Of Georgia,USA,Public,579,52655,6.5,83,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
170.0,161.0,5.5,3.83,University Of Virginia,USA,Public,115,51940,7.0,90,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
151.0,165.0,4.0,3.84,Temple University,USA,Public,516,33112,6.5,92,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
166.0,169.0,5.0,3.7,University Of Washington,USA,Public,273,34744,6.5,96,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
151.0,155.0,4.0,3.7,UC San Diego (UCSD),USA,Public,313,29163,7.0,98,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
161.0,168.0,4.5,9.99,University Of Michigan,USA,Public,21,48698,6.5,85,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
150.0,157.0,4.5,3.64,University Of Kansas,USA,Public,203,46182,6.5,86,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
163.0,151.0,5.0,3.63,University Of Virginia,USA,Public,115,51940,7.0,90,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
163.0,158.0,4.5,3.3,University Of Wisconsin - Madison,USA,Public,262,33528,6.0,91,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
159.0,170.0,4.0,3.56,Carnegie Mellon University,USA,Private,52,47300,7.0,100,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
151.0,161.0,5.0,3.93,University Of Arizona,USA,Public,278,48564,6.0,96,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
158.0,152.0,5.5,3.67,George Washington University,USA,Public,658,30629,6.0,99,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
159.0,164.0,5.0,3.6,Columbia University,USA,Private,18,61788,7.0,100,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
150.0,168.0,0.0,4.0,Duke University,USA,Public,513,51393,6.0,96,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
158.0,161.0,4.5,3.1,Cornell University,USA,Public,581,31484,7.0,85,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
162.0,170.0,5.0,3.8,Northwestern University,USA,Private,32,58701,7.5,100,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
163.0,165.0,4.5,4.0,Columbia University,USA,Private,18,61788,7.0,100,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
165.0,169.0,4.5,3.9,Columbia University,USA,Private,18,61788,7.0,100,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
150.0,149.0,3.5,3.1,University Of Texas At Dallas,USA,Public,551,27574,6.5,80,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
165.0,170.0,4.0,3.73,"University Of California, Davis",USA,Public,537,32864,7.0,84,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
162.0,161.0,4.0,3.63,"University Of California, Davis",USA,Public,266,53873,6.5,100,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
162.0,157.0,4.2,3.46,Northeastern University,USA,Private,375,53506,6.5,92,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
154.0,167.0,3.5,3.03,George Washington University,USA,Public,325,54261,6.5,88,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
145.0,167.0,3.0,3.65,University Of Houston,USA,Public,226,26834,7.0,100,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
169.0,163.0,5.5,3.68,Columbia University,USA,Private,18,61788,7.0,100,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
152.0,170.0,3.0,3.5,Clemson University,USA,Public,531,38946,6.5,80,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
155.0,163.0,3.5,4.0,University Of Virginia,USA,Public,115,51940,7.0,90,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
158.0,168.0,3.5,3.64,The University Of Chicago,USA,Public,597,45978,7.0,94,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
150.0,170.0,4.0,2.76,"University Of California, Irvine",USA,Public,235,43709,6.5,80,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
148.0,168.0,3.5,3.44,University Of Wisconsin-Madison,USA,Public,83,38608,6.5,92,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
148.0,170.0,3.0,3.34,"University Of California, Irvine",USA,Public,235,43709,6.5,80,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
163.0,170.0,4.0,4.0,University Of Michigan,USA,Public,21,48698,6.5,85,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
162.0,169.0,3.5,3.53,Columbia University,USA,Private,18,61788,7.0,100,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
150.0,170.0,3.5,3.8,University Of Florida,USA,Public,698,54050,7.0,81,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
170.0,169.0,5.0,3.57,University Of Utah,USA,Public,243,33825,6.0,85,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
167.0,170.0,5.5,3.62,Columbia University,USA,Private,18,61788,7.0,100,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
156.0,164.0,4.0,3.3,UC San Diego (UCSD),USA,Public,725,54818,7.0,95,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
169.0,170.0,0.0,3.9,Columbia University,USA,Private,18,61788,7.0,100,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
144.0,168.0,4.0,3.28,University Of Colorado Boulder,USA,Public,716,26384,6.0,84,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
144.0,168.0,4.0,3.28,Purdue University - West Lafayette,USA,Public,99,29132,6.5,80,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
160.0,168.0,4.5,3.91,McGill University,Canada,Public,30,21400,6.5,90,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
160.0,163.0,4.0,3.19,New York University,USA,Private,38,51828,7.0,100,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
157.0,160.0,3.5,3.98,UC San Diego (UCSD),USA,Public,548,42476,7.0,79,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
162.0,152.0,4.0,3.1,"University Of California, Berkeley",USA,Public,620,28922,6.0,98,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
167.0,157.0,4.5,3.48,Brown University,USA,Public,481,26214,6.5,100,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
162.0,170.0,5.0,3.9,University Of Wisconsin-Madison,USA,Public,83,38608,6.5,92,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
157.0,165.0,3.5,3.73,University Of Southern California,USA,Private,112,60446,6.5,90,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
151.0,154.0,5.0,3.85,Boston University,USA,Private,108,58560,6.5,84,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
159.0,170.0,4.0,3.58,University Of Wisconsin-Madison,USA,Public,83,38608,6.5,92,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
165.0,169.0,0.0,3.85,University Of Notre Dame,USA,Private,304,57699,7.0,100,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
166.0,152.0,5.0,4.0,University Of Pennsylvania,USA,Public,374,51539,7.0,93,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
154.0,170.0,0.0,3.94,Columbia University,USA,Private,18,61788,7.0,100,2,True,True,True,"Computer Science,Engineering,Business,Data Science"
160.0,163.0,4.5,3.8,University Of Connecticut,USA,Public,620,41259,6.0,97,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
164.0,166.0,4.0,8.56,University Of Notre Dame,USA,Private,304,57699,7.0,100,2,False,True,True,"Computer Science,Engineering,Business,Data Science"
